datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20131209,5554.44,50,277722,3,220001,22000101,800,3279.607057,5399,3099.978086,3433.019574,2487,2912,,,,,,,0,2,1018011,2704907,-2704905,-0.9,8.7,-2.2,3,0,51.4,0.1,7.9,-5.4,2,0, ,-5.9,4.6,-10.3,-3.1,0,57.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20131210,,,,,,,,,,,,,,,,,,,,0,2,1018011,2704907,-2704905,3.7,11.1,2.1,5.9,0,60.7,0.1,11.6,-1.6,5.9,0, ,-4.3,8.9,-6.7,0.8,0,67.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20131211,3413.41,918,3128868,4,360301,36030103,800,3498.036063,14786,2942.049017,4060.0722,7433,7353,68000,67600,67000,13000,8856.363636,7000,0,2,1018011,2704907,-2704905,4,4,-5.2,-0.3,0,38.8,3.5,3.5,-6,-2.1,0, ,1.1,1.1,-8.9,-4.1,0,29.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131212,3403.4,1621,5506488,5,110001,11000101,800,3436.415992,12728,3169.32951,3682.458075,6103,6625,68000,67600,67000,13000,8856.363636,7000,0,2,1018011,2704907,-2704905,-5.2,-1,-8,-4.8,0,30.9,-6,-1,-8,-4.7,0, ,-8.7,-3.2,-14.9,-8.9,0,39.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131213,4534.53,15,67932,1,210009,21000901,910,3394.790227,10195,3248.491746,3471.072407,3494,6701,68000,67600,67000,13000,8856.363636,7000,0,2,1018011,2704907,-2704905,-5.2,3,-6.4,-2.8,0,26.6,-4,4.1,-6.8,-2.5,0, ,-11.5,-1,-14.8,-9.1,0,40.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131214,3713.71,68,251748,3,220001,22000105,903,3456.476553,17147,3117.412886,3954.912844,10205,6942,68000,67600,67000,13000,8932.083333,7000,0,2,1018011,2704907,-2704905,-3,7.6,-4.9,0.7,0,39.5,-2.6,7.4,-4.7,1.4,0, ,-12.1,3.6,-15.2,-7.5,0,54.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131215,9990,4,39960,1,380401,38040102,800,3190.984097,14184,2977.819805,3474.293092,8094,6090,68000,67600,67000,13000,9032.083333,7000,0,2,1018011,2704907,-2704905,1.5,8.7,-1,4.6,0,32.4,-0.2,7.6,-1.7,4.8,0, ,-7.5,3.3,-11.7,-4.3,0,56.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131216,3526.47,36,126873,2,350101,35010102,561,3249.538442,4815,2961.750976,3398.190866,1640,3175,,,,,,,0,2,1018011,2704907,-2704905,2.1,3.4,-3.4,1.3,0,41.7,3.6,3.9,-3.9,0.2,0, ,0.3,1.2,-6.7,-3,0,37.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131217,,,,,,,,,,,,,,,,,,,,0,2,1018011,2704907,-2704905,-3.4,1.3,-6.6,-3.3,0,37.2,-3.9,1.4,-9,-3.9,0, ,-6.4,-1.1,-11.9,-5.9,0,34.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131218,3326.67,234,779220,2,330101,33010101,801,3063.487087,12573,2509.785498,3289.195494,3641,8932,68000,67000,65000,13000,9032.083333,7000,0,2,1018011,2704907,-2704905,-2.4,7.2,-3.9,1.4,0,50.6,-2.4,5.4,-7.4,-1.1,0, ,-5.7,3.5,-11.3,-4,0,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131219,3056.94,306,935935,1,250001,25000102,800,3387.942549,11829,3024.86341,3990.001193,7379,4450,68000,67000,65000,13000,9032.083333,7000,0,2,1018011,2704907,-2704905,0.6,4.6,-2.4,2,0,44.1,2.7,4.5,-5.2,0.3,0, ,1.6,2.9,-6.2,-2.6,0,41.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131220,3496.5,18,62937,1,350402,35040202,800,3246.214177,11530,2806.811701,3451.790765,3675,7855,68000,67000,65000,13000,9032.083333,7000,0,2,1018011,2704907,-2704905,-2.4,6.6,-3.8,0.7,0,44.7,-2.6,7,-3.1,0.8,0, ,-6.5,3.4,-13.9,-6.1,0,55.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20131221,3216.78,972,3135132,17,380201,38020101,800,3474.94735,13023,3239.048558,4725.313665,10956,2067,68000,67000,65000,13000,9106.8,7000,0,2,1018011,2704907,-2704905,-0.5,8.6,-1.8,3.6,0,46.4,-0.2,9.2,-3.5,3,0, ,-6.4,5.5,-11.4,-3.9,0,60.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131222,3346.65,918,3074922,1,240001,24000102,800,3237.972339,20331,2856.119404,3643.967183,10477,9854,68000,67000,65000,13000,9106.8,7000,0,2,1018011,2704907,-2704905,1.3,10.3,1,6.1,0,53.7,2.5,10.3,1,5.5,0, ,-7,7.1,-11,-3.2,0,69.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131223,3416.58,36,122877,2,220001,22000101,800,3314.187662,3978,3015.35555,3636.114893,2063,1915,,,,,,,0,2,1018011,2704907,-2704905,3.6,12.4,1.6,6.1,0,59.5,2.8,12.6,1,6.6,0, ,-5.7,9.2,-8.7,-1.2,0,77.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131224,,,,,,,,,,,,,,,,,,,,0,2,1018011,2704907,-2704905,5.4,9.7,3.5,6.9,9.6,68,9.2,10.4,3.3,7.5,7.4, ,-3.5,4.7,-3.8,1.1,7.9,83.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131225,3313.31,972,3223220,7,240001,24000103,800,3307.25646,6097,2958.100885,3441.699599,1695,4402,,,,,,,0,2,1018011,2704907,-2704905,3.5,5.9,1,3.1,10.5,42.7,3.5,6.4,-3.3,2.5,8, ,1.1,2.5,-3.8,-1,8.5,46.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131226,3496.5,18,62937,1,350402,35040202,800,3474.611619,12136,3154.488093,4052.550763,7810,4326,68000,67000,65000,13000,9106.8,7000,0,2,1018011,2704907,-2704905,-0.3,6.6,-3.1,3,0,46.5,-3.5,6.3,-4.4,-0.1,0, ,-3.6,3.7,-6.3,-2.1,0,46.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131227,3353.35,204,684684,2,360301,36030103,800,3178.104466,8326,2660.749504,3443.646161,2824,5502,68000,67000,65000,13000,9106.8,7000,0,2,1018011,2704907,-2704905,-3.1,2.4,-5.6,-2.4,0,28.8,-3.5,2.4,-5.8,-2.4,0, ,-6.1,-1,-10.2,-5.7,0,26.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131228,3326.67,360,1201200,6,310101,31010103,800,2549.319898,16587,747.3292174,3366.468668,5175,11412,68000,67000,65000,13000,9393.043478,7000,0,2,1018011,2704907,-2704905,-2.4,5.3,-3.2,0.5,0,40.5,-0.6,5.8,-2.9,0.5,0, ,-9.5,2.3,-10.8,-6,0,51.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131229,3216.78,1458,4702698,2,210001,21000102,800,3246.921227,22561,3104.671713,3493.158734,14300,8261,68000,67000,65000,13000,9480,7000,0,2,1018011,2704907,-2704905,0.4,8.1,1,4.3,0,63.3,-0.5,9,1,5.5,0, ,-8.3,5.3,-8.6,-2.1,0,74.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131230,3503.5,18,63063,1,350402,35040202,800,3328.161509,10608,3191.959911,3896.066415,8556,2052,,,,,,,0,2,1018011,2704907,-2704905,5,10,2.5,5.9,0,66.9,3.7,10.1,3.5,5.9,0, ,-3.8,7.4,-5.6,-0.7,0,75.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20131231,,,,,,,,,,,,,,,,,,,,0,2,1018011,2704907,-2704905,6.4,7.3,1,4.9,0,47.3,7,7.3,1.2,4.7,0, ,1.1,4.3,-4.8,1,0,56.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20140101,,,,,,,,,,,,,,,,,,,,0,0,1520265,3696112,-3696112,0.9,6.2,-1.1,3.4,0,34.4,1.2,6.4,-2.1,2.9,0, ,-4.8,3.7,-10.8,-3.2,0,42.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140102,3613.61,18,64935,1,320201,32020102,760,3652.397104,17710,3022.387887,3826.471429,3834,13876,68000,67000,65000,13000,9622.5,7000,0,0,1520265,3696112,-3696112,0.8,7.6,-1.6,4.5,0,50.8,2.3,7.7,-3.9,2.6,0, ,-6.3,5,-11,-3.3,0,59.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140103,3326.67,324,1081080,6,310101,31010102,138,3172.275871,12082,2885.389301,3392.954616,5253,6829,68000,67000,65000,13000,9622.5,7000,0,0,1520265,3696112,-3696112,2.3,5.8,-1.9,2,0,34.2,2.3,5.7,-2.5,2.6,0, ,-0.1,2.7,-10.1,-4.1,0,42.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140104,3333.33,180,600600,5,230003,23000303,800,3329.655451,7408,3213.659754,3542.891985,4798,2610,68000,67000,65000,13000,9622.5,7000,0,0,1520265,3696112,-3696112,-1,6.5,-3.1,1.6,0,46.8,-0.2,5.8,-2.9,1.9,0, ,-8.3,4.6,-11.8,-5.1,0,55.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140105,3443.44,18,61938,1,370101,37010102,800,3272.193531,13207,3126.361205,3428.054115,6823,6384,68000,67000,65000,13000,9622.5,7000,0,0,1520265,3696112,-3696112,2.9,8.4,1,3.9,0,38.3,2.2,9.5,1,4.3,0, ,-3.2,4.7,-4.9,-1.1,0,48.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140106,4555.44,7,31918.05,2,330201,33020102,800,3336.24026,14199,3187.835718,3643.544215,9575,4624,,,,,,,0,0,1520265,3696112,-3696112,0.5,7.7,-1.4,3.8,0,42.1,1.2,7.9,-1.1,3.6,0, ,-3.9,4.6,-11,-4.2,0,55.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140107,,,,,,,,,,,,,,,,,,,,0,0,1520265,3696112,-3696112,0.6,7.4,-1.9,3.9,0,46.2,-1.1,8.7,-4.2,3.4,0, ,-8.4,4,-12,-5.2,0,57.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140108,3173.17,972,3081078,1,240004,24000403,800,3334.217596,17319,3208.398454,3491.79834,9630,7689,68000,67000,65000,13000,9622.5,7000,0,0,1520265,3696112,-3696112,4.4,5.5,2.7,4.1,2.3,80.7,8.1,8.8,3.6,6.1,0, ,-0.9,2.3,-3.6,0,0,72.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140109,4004,51,204204,2,220001,22000105,903,2874.965066,20242,2292.931408,3440.110113,9972,10270,68000,67000,65000,13000,9622.5,7000,0,0,1520265,3696112,-3696112,3.7,3.7,-1,1.9,2.6,56.6,3.6,3.8,-2.9,0.6,0, ,0.9,-1,-4.2,-2.6,0,54.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140110,3276.72,972,3181815,7,240001,24000103,800,3181.256441,17593,2987.697691,3393.329506,9198,8395,68000,67000,65000,13000,9601.666667,7000,0,0,1520265,3696112,-3696112,-1,-1,-5.8,-2.5,0,51.8,-2.7,1.3,-6.6,-3.1,0, ,-3.6,-2.7,-9.4,-5.2,1.9,55.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20140111,3723.72,54,200799,1,320101,32010101,801,3047.695197,4408,832.5,3333.673266,504,3904,68000,67000,65000,13000,9601.666667,7000,0,0,1520265,3696112,-3696112,-5.8,-2.2,-8.3,-5.9,0,42.3,-6.5,-2.6,-9.7,-6.5,0, ,-9.4,-5.7,-14.6,-9.8,0,43.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140112,3326.67,450,1501500,1,210001,21000102,800,3523.079008,9819,3289.278549,4080.621779,6918,2901,68000,67000,65000,13000,9635,7000,0,0,1520265,3696112,-3696112,-8.3,-1.5,-10,-6.4,0,42.4,-8.4,-1.2,-10.3,-6.1,0, ,-12.2,-5.2,-16.3,-11,0,48.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140113,4155.84,36,149475.375,2,250001,25000102,901,3532.103988,7528,3377.053321,3694.751041,3854,3674,,,,,,,0,0,1520265,3696112,-3696112,-5.7,4.1,-5.7,-1.5,0,61.3,-4.7,5.2,-5.1,-0.4,0, ,-14,-1,-16.5,-10.5,0,72.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140114,,,,,,,,,,,,,,,,,,,,0,0,1520265,3696112,-3696112,-0.9,9,-3.3,2.1,0,64.1,-2.2,8.6,-5.9,3,0, ,-9.6,5.4,-13.7,-5.6,0,71.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140115,4024.02,54,217417.2,3,250003,25000301,800,3420.380811,10816,3298.112516,3598.124739,6408,4408,68000,67000,65000,13000,9635,7000,0,0,1520265,3696112,-3696112,2.4,13.3,1,6.8,0,63.8,0.2,12.9,1,8.1,0, ,-6.6,10.4,-8,1.4,0,67.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140116,3723.72,54,201201,3,370101,37010102,800,3341.999767,16400,3164.522401,3556.420719,8973,7427,68000,67000,65000,13000,9635,7000,0,0,1520265,3696112,-3696112,4.9,11.6,3.4,6.9,4,68.6,4.9,13.9,1.8,6.7,1.8, ,-1.8,10.2,-6.1,1.3,1.4,72.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140117,3216.78,2916,9405396,2,110001,11000104,800,3451.454305,12159,3305.992343,3877.453409,9064,3095,68000,67000,65000,13000,9493.043478,7000,0,0,1520265,3696112,-3696112,5.1,8.7,4.8,6.3,7.1,91.8,4.4,8.9,3.8,6.2,6.4, ,1.7,7.3,1.3,3.6,5.2,90.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140118,5314.68,2,10660.65,1,330201,33020102,800,3512.866365,8005,3318.725645,3702.358442,3954,4051,68000,67000,65000,13000,9068.571429,7000,0,0,1520265,3696112,-3696112,4.8,9.6,3.7,6.2,9,63.2,4.3,10.1,2,5.8,8, ,3.9,6.8,-1.6,4,6.5,69.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140119,3783.78,18,67932,1,220001,22000105,702,3630.505172,7167,3451.740701,3828.233491,3764,3403,68000,67000,65000,13000,9078.095238,7000,0,0,1520265,3696112,-3696112,3.7,9.1,1,4.3,0,47.5,4.7,10.1,1,4.9,0, ,-1.3,5.2,-6.3,-1.7,0,72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140120,3776.22,36,135864,2,350301,35030102,570,3435.878681,7558,405.5848571,3728.225321,665,6893,,,,,,,0,0,1520265,3696112,-3696112,2.2,9.4,1,4.9,0,47.5,1.1,9,1,5.1,0, ,-5.9,5.2,-9.4,-3.2,0,75.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20140121,,,,,,,,,,,,,,,,,,,,0,0,1520265,3696112,-3696112,3.5,9.1,1,4.9,0,49.7,4.6,8.4,-1.3,4.8,0, ,-4.7,7.3,-8.2,-1.9,0,67.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140122,3606.39,54,194805,1,330101,33010101,801,3419.117304,8917,3162.034351,3833.310688,5502,3415,68000,67000,65000,13000,9051.428571,7000,0,0,1520265,3696112,-3696112,4.7,8.9,3.3,5.5,0,59,2.3,8,1.9,5,0, ,-1.3,5.5,-2.8,1.2,1,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140123,4174.17,36,149850,1,330201,33020102,800,3486.658766,13936,3287.011942,3699.629195,7193,6743,68000,67000,65000,12900,8903.809524,7000,0,0,1520265,3696112,-3696112,5.4,5.5,-7.7,-2.9,0,38.3,4.3,4.5,-8.7,-4,0, ,1.6,1.6,-10.9,-6.9,1,40.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140124,3666.33,54,197802,3,350101,35010102,561,3731.313413,2080,3417.583543,4151.619685,1191,889,68000,67400,67000,12900,8903.809524,7000,0,0,1520265,3696112,-3696112,-7.7,-5.2,-11.8,-8.2,0,33.1,-8.7,-4.6,-12.5,-8.8,0, ,-10.9,-7.9,-15,-11.5,0,27.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140125,3603.6,90,324774.45,2,320201,32020102,138,3606.15377,4329,3326.814871,3866.421339,2088,2241,68000,67400,67000,13000,9051.428571,7000,0,0,1520265,3696112,-3696112,-9.8,-2.9,-12,-7.8,0,34.4,-9.7,-1.7,-10.8,-7.1,0, ,-13.7,-5.9,-17.3,-11.7,0,36.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140126,3776.22,18,67932,1,371501,37150102,800,3636.00264,7499,3495.246453,3788.938898,3905,3594,68000,67400,67000,13000,9051.428571,7000,0,0,1520265,3696112,-3696112,-8.3,-2.6,-12.9,-8,0,33.8,-8.5,-2.9,-12.4,-7.9,0, ,-12,-6.5,-17,-12.6,0,39.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140127,3686.31,36,133133,2,350101,35010102,561,3676.614112,5251,3430.792525,4047.224785,3157,2094,,,,,,,0,0,1520265,3696112,-3696112,-9.1,4.1,-10.6,-4.6,0,32.1,-6.8,2.9,-8.8,-3.5,0, ,-16.8,-1,-19.8,-11.7,0,52.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140128,,,,,,,,,,,,,,,,,,,,0,0,1520265,3696112,-3696112,-1.6,3.9,-2.5,0.5,0,30.4,-1.6,4.6,-3.7,0.6,0, ,-7.8,1.1,-7.9,-4.7,0,33.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140129,3776.22,18,67932,1,371501,37150102,800,3371.417642,9347,2344.750151,3591.989693,1653,7694,68000,67400,67000,13000,9226.363636,7000,0,0,1520265,3696112,-3696112,-2.5,-1,-6.8,-4.3,0,36.1,-3.7,-1,-9.8,-4.4,0, ,-6.2,-3,-13.5,-7.7,0,34.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140130,2332.33,9,20979,1,320301,32030101,120,3661.418455,4519,3552.788217,3956.488914,3303,1216,68000,67400,67000,13000,9226.363636,7000,0,0,1520265,3696112,-3696112,-6.2,2.3,-7.7,-3.7,0,41,-6.3,2.8,-7.4,-3.6,0, ,-10,-1,-16.3,-8.7,0,50.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140131,4394.39,18,78921,1,350402,35040202,500,3388.893784,14305,3018.361658,3788.218167,7420,6885,68000,67400,67000,13000,9249.090909,7000,0,0,1520265,3696112,-3696112,-1.6,7,-2.3,1.9,0,45,-1.6,5.6,-5.8,0.1,0, ,-7,3,-11,-4.2,0,51.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20140201,3506.49,954,3341455.2,8,250003,25000301,800,3554.953942,10204,3319.977709,3794.393514,5150,5054,68000,67400,67000,13000,9321.818182,7000,0,0,1586187,3854270,-3854270,2.1,6.5,-1.9,2.8,0,37.3,1.5,5.3,-4.1,1.1,0, ,-0.9,4.8,-11.2,-3.6,0,37.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140202,4334.33,375,1626625,3,310101,31010101,138,3553.440987,8024,3068.14983,3924.533433,3477,4547,68000,67400,67000,13000,9303.636364,7000,0,0,1586187,3854270,-3854270,-0.2,6.8,-2,1.9,0,30.8,-1.9,6.2,-3.9,1.5,0, ,-9.1,4.7,-12.4,-5.6,0,51.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140203,3673.67,108,396396,3,350101,35010102,561,3176.906058,8222,1479.460309,3571.873945,1552,6670,,,,,,,0,0,1586187,3854270,-3854270,-0.4,1.7,-6,-1.8,0,36.2,-3.6,1.9,-6.4,-2.6,0, ,-9.7,-1,-14,-7.3,0,49.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140204,,,,,,,,,,,,,,,,,,,,0,0,1586187,3854270,-3854270,-6,-1,-8.7,-5.3,0,35.3,-6.4,-1,-8.2,-5.3,0, ,-9,-3.7,-13.1,-8.6,0,33.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140205,3936.06,918,3614382,2,210001,21000103,800,2154.112794,43856,1905.74026,3598.719099,37422,6434,68000,67400,67000,13000,9303.636364,7000,0,0,1586187,3854270,-3854270,-7,-1,-9,-5.6,0,33.4,-7,-1.4,-9,-5.8,0, ,-11,-3.8,-16.4,-9.5,0,34.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140206,2872.87,2916,8361630,3,311201,31120101,800,3361.756464,8852,2946.69419,3692.256538,3924,4928,68000,67400,67000,13000,9303.636364,7000,0,0,1586187,3854270,-3854270,-7.5,-1.9,-9.9,-6.2,0,37.2,-7.5,-1.7,-9.5,-6.2,0, ,-10.2,-5,-16.9,-10.1,0,36.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140207,3393.39,954,3229767,1,330101,33010101,800,2987.074736,20341,2458.570108,3523.590182,10247,10094,68000,67400,67000,13000,9303.636364,7000,0,0,1586187,3854270,-3854270,-7.2,1.8,-10.3,-5.1,0,36.2,-7.7,2.7,-10.9,-4.8,0, ,-13,-1.2,-19.4,-10,0,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140208,3436.56,18,61938,1,370101,37010102,800,3192.436146,21754,2972.527619,3557.856152,13581,8173,68000,67400,67000,13000,9303.636364,7000,0,0,1586187,3854270,-3854270,-3.8,5.9,-5.6,-0.6,0,32.9,-2.5,6.4,-5.3,-0.4,0, ,-12.4,3.2,-17.2,-8.4,0,44.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140209,3776.22,54,204204,2,371501,37150102,800,3375.277097,15104,3208.696964,3573.232798,8202,6902,68000,67400,67000,13000,9303.636364,7000,0,0,1586187,3854270,-3854270,-1.1,13,-2.4,6.1,0,41.7,-3.5,9.3,-5.3,4,0, ,-10.3,8.6,-13,-2.8,0,50.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140210,3496.5,270,945945,8,230003,23000301,800,3805.269953,15386,3354.227402,3850.59681,1405,13981,,,,,,,0,0,1586187,3854270,-3854270,5.4,10.1,1,5.9,0,42.5,6.3,9.7,-1.3,5.8,0, ,-2.2,7,-6.1,-0.3,0,50.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20140211,,,,,,,,,,,,,,,,,,,,0,0,1586187,3854270,-3854270,-0.5,1.6,-5.4,-2.5,0,39.9,-1.2,-1,-7.2,-3.5,0, ,-3.9,-1.8,-8.2,-5.2,0,37.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
